file,text
TTS_19_42,inshuti ya safi yavuze ko uyu mwenda wa fabiyola wishyuwe n'umutesi parfine bakimara gukundana
TTS_19_43,inshyikanya ku mubiri ya rugema ahica icumu ryera ikigembe nariteye umuhima kuri gakirage
TTS_19_44,intagondwa z'abayisilamu zagabye igitero muri icyo gihugu mu myaka ya vuba
TTS_19_45,intambara ntiyatworoheye muri iki gice kubera ko inkotanyi zari zarageze mu ngo hafi zose zihishemo
TTS_19_46,intambara tuzayirwanira mu rwanda ni nako bizakomereza kuko ari ho ikibuga kiri
TTS_19_47,intambara yari ibashyamiranyije yararangiye hasinywa n'amasezerano
TTS_19_48,intambwe ya mbere ngo ni ukwemera ko ari ikibazo kandi akiyemeza kubicikaho
TTS_19_49,intego mfite ni ukuba umuhanzi ukomeye kandi ndiyizeye nzabigeraho
TTS_19_50,intego yabo ngo ni ukubasha gushyira indirimbo nyarwanda nyinshi muri iyi porogaramu
TTS_19_51,intego yacu kwari ukugira ibyo tubigiraho kurusha gutsinda kuko twari tuzi ko bigoye
TTS_19_52,inteko ishinga amategeko imitwe yombi yatumaga twumva ko twakoze neza cyane
TTS_19_53,inteko iburanisha ivuga ko bigaragaza ko korohereza aba bunganizi bitoroshye
TTS_19_54,interahamwe yitwa nsabimana yaje kumanukana ubuhiri bitaga ntampongano y'umwanzi arongera amusunikira mu ruzi
TTS_19_55,intimba inshengura rero ni uko umwaka ushize aribwo yari yemeye ko tujyana
TTS_19_56,intumwa pawulo atubwira ko yarushaga abandi bakiristu kuvuga indimi nshya zitumvikana
TTS_19_57,inyandiko yohererejwe perezida wa kenya igira iti abanyakenya byagizeho ingaruka bazishyuwe
TTS_19_58,inyinshi mu nimero z'ubutabazi ziba zoroshye cyane ku buryo wazifata mu mutwe
TTS_19_59,inyinshi muri izi mbunda ngo zigurishwa n'izi nyeshyamba ku banyabyaha
TTS_19_60,inyombyi irongera irasimbuka ikurikira sabizeze aho yagiye kuragira sabizeze atega amatwi maze aribaza atiese iyi nyombyi kuki inkurikira cyane
TTS_19_61,inyongwa rye na bagenzi be batandatu ryashyize iherezo ku byaha bashinjwaga
TTS_19_62,inzego bireba zikwiriye gukomeza kwita ku kurangiza imanza mu buryo bwunga
TTS_19_63,inzego zishinzwe umutekano zirinze iyi nkambi kugira ngo hataduka indi myigaragambyo
TTS_19_64,inzego zivugwa mu gufasha ubukungu bw'u rwanda kuzamuka harimo serivisi z'amabanki n'ibigo by'itumanaho
TTS_19_65,inzego z'umutekano nazo zarahagurutse zibuza abigaragambyaga gukomeza uwo mugambi bari bavuze ko bazakomeza kugeza nkurunziza yisubiyeho
TTS_19_66,inzego z'umutekano zitangaza ko zafatiye imodoka yari ipakiye intwaro za gisirikare i goma
TTS_19_67,inzibutso basuye ni urwa nyanza ya kicukiro urwa ntarama urwa nyamata n'urwa kigali ruri ku gisozi
TTS_19_68,inzira yezu n'ababyeyi be banyuzemo bahunga herode igiye kubyazwa umusaro
TTS_19_69,inzira nziza iguhanurira ejo hazaza hawe ni wowe uyirema
TTS_19_70,inzirakarengane esheshatu nizo zamenyekanye harimo na padiri niyomugabo wayoboraga iyo paruwasi wicanywe n'intama ze
TTS_19_71,inzobere mu bijyanye n'imikorere y'amateleviziyo mu rwanda zivuga ko ayigenga arimo agenda agwa mu gihombo
TTS_19_72,inzobere mu by'imibanire samanta avuga ko igihe hatariho ibiganiro kuri buri kintu hagati y'abakundana bitagenda neza
TTS_19_73,inzoga zimaze kubashiramo baricaye barigaya maze bariyunga kuko basanzwe bari inshuti
TTS_19_74,inzoka zo mu nda z'amoko atandukanye ni imwe mu ngaruka ziterwa no kurya ibiryo birimo umwanda
TTS_19_75,inzovu yo muri afurika ipima toni zigera kuri zirindwi ni na yo nyamaswa ya mbere ndende
TTS_19_76,inzovu zisanzwe uko tuzibwirwa n'ubwo nyine tutazibonye nk'enye zaguranywa iriya
TTS_19_77,inzu yanjye yamezeho ubwatsi bwinshi ndetse nayijugunyeho n'ibishazashaza byinshi
TTS_19_78,inzuki ziba zikurikiranye indabo kuko ari ho zihova
TTS_19_79,ipfunwe ni ryo rishobora gutuma umugabo ufite igitsina gito adashimisha uwo barimo bakorana imibonano mpuzabitsina
TTS_19_80,iradiyo imwe yari yavuze ko umukinyi w'imbere yanyoye urumogi mbere yo kwimenyereza
TTS_19_81,iragaba akomeza avuga ko iyi mpanuka yatewe n'uburangare bw'umushoferi w'umunyatanzania wari utwaye ikamyo
TTS_19_82,iraguha uhagarariye iryo tsinda avuga ko imyiteguro y'icyo gitaramo irimbanije
TTS_19_83,irebere nawe hasi videwo y'uburyo uyu musirikari yahannye umukobwa bakundana bigatuma ababibonye batabaza abamukuriye
TTS_19_84,ireme ry'uburezi ripfira mu tuntu dufitiye ubushobozi ariko tudashaka gukora
TTS_19_85,irene ukomeje gutsimbarara ku cyemezo cye avuga ko azi neza nyina wamubyaye
TTS_19_86,iri kosa rikunze kumvikana mu butumwa bwo kwamamaza hano mu rwanda
TTS_19_87,iri dini ngo rikunze kuvugwamo ubwumvikane buke bushingiye ku bwoko
TTS_19_88,iri ni irembo rifungurira abanyamahanga inzira yinjira mu rwanda ku kibuga cy'indege mpuzamahanga cy'i kigali
TTS_19_89,iri rushanwa ritegurwa na seminari nto yo ku karubanda ifatanyije n'abayirerewemo
TTS_19_91,iri rushanwa rizagira akamaro mu kubaka ubucuruzi buhamye kandi burambye muri afrika
TTS_19_92,iri rushanwa ryateguwe na federasiyo ya tayikondo ifatanyije n'ambasade ya koreya y'epfo mu rwanda
TTS_19_93,iri siganwa ryitabirwa n'abakinnyi bakomeye hafi ya bose bo kuri uyu mugabane
TTS_19_94,iri tegeko rigiye kubahirizwa uko riri abagurira abazunguzayi n'abazunguzayi ubwabo bahanwe by'intangarugero
TTS_19_95,iri tegeko rishyiraho inkomoko y imari n'umutungo by'inzego z'ibanze
TTS_19_96,iri teka rya minisitiri w intebe ryemerera umuyobozi w'ishami guhagarika akazi mu gihe kitazwi
TTS_19_97,iri torero niryo rwirangira yasengeragaho mbere yo kwerekeza muri amerika
TTS_19_98,iri tsinda ryamenyekanye mu njyana ya hipapu bimaze iminsi bivugwa ko rigiye gusenyuka
TTS_19_99,iri tsinda ryari riyobowe na kalibata ryanasuye umurima uherereye mu mujyi hagati mu buholandi
TTS_19_100,iri yegura rije mu gihe ambasaderi mushya w'u rwanda mu bubiligi ari bwo yari agitangira imirimo
TTS_19_101,irushanwa ryasojwe umukobwa witwa urwibutso erika wahize bagenzi be yegukanye ikamba rya nyampinga w'ibidukikije
TTS_19_102,irya mbere ryasinywe muri mutarama maze riteza imyigaragambyo hirya no hino muri amerika
TTS_19_103,iryo koranabuhanga bralirwa irikoresha kuva ku ruganda kugera ku bakwirakwiza ibinyobwa byayo
TTS_19_104,iryo shyaka ritangaza ko ryiteguye guhangana n'abavuga ko nta bwisanzure mu bya politiki buba mu rwanda
TTS_19_105,iryo shyirahamwe ryavuze ko iyo mikino ntacyo izahindura mu gukwiragiza iyo virusi
TTS_19_106,iryo zina ryitirirwa iyo inyogosho yose ariko ngo akalimpinya ni kariya karongo kaba gaciyemo
TTS_19_107,isaku nyejuru ritebutsa rigaragazwa n'akarongo kagufi gatambitse hejuru y'inyajwi
TTS_19_108,ise ngo niwe watangiye asomya uyu mwana ku nzoga mu rwego rwo kumuhoza igihe arira
TTS_19_109,isengesho rye imana yaryumvise mu mpera z'icyumweru gishize apfira imbere y'abakunzi be mu mujyi wa abija
TTS_19_110,ishami ryo guteza imbere umwiryane ryari rifite akazi ko gutangaza inkuru mpimbano zitera abanyaburayi n'abanyamerika gusubiranamo
TTS_19_111,ishimutwa n'iyicwa rya ambasaderi ryagaragaje ko hakenewe kongerwa umutekano w'abadipolomate
TTS_19_112,ishobora no guterwa n'ibyo umuntu arya cyangwa anywa bikamwongerera ubushake bwo gukora imibonano mpuzabitsina igihe abishakiye
TTS_19_113,ishuri rya niyonshuti yahisemo kurishinga aho avuka i rwamagana
TTS_19_114,ishyaka ryaratunguranye cyane kuko amakuru yahwihwiswaga mbere y'amatora yagaragazaga ko ritatsinda
TTS_19_115,isimbi arashimira umugabo we cyane ko yamubaye hafi kuva atwite kugeza uyu munsi yibarutse
TTS_19_116,isimbi ntatinya kugaragaza urukundo akunda umugabo we gakumba wamwemeye mu gihe we yari yariciriye urubanza
TTS_19_117,isiraheli nayo ibona u rwanda nk'igihugu kiyegereye cyane kubera amateka ya jenoside rwanyuzemo
TTS_19_118,isumayeli wo muri senegali niwe wahanze indirimbo yise'tajabone yamenyekanye cyane muri afurika
TTS_19_119,isumbingabo ambasaderi w'u rwanda muri koreya yavuze ko ari umwanya wo kwibuka abavukijwe ubuzima
TTS_19_120,itanga raporo ku mwana mu buryo butanu burimo no kumenya niba yitabiriye ishuri
TTS_19_121,itangishaka avuga ibyo bitewe n'uko uyu mwaka ikipe yatakaje abakinnyi benshi
TTS_19_122,itanura riratangira rigashonga wacana umuriro ntufatwe amatafari akazacumbirwa n'imyotsi ntatukure
TTS_19_123,itegeko rya mituweli rivuga uko bigenda iyo habayeho ikinyuranyo hagati y'amafaranga yakiriwe n'agomba kwishyurwa
TTS_19_124,iteme rya sarajevo ririmo rirubakwa mu mujyi wa bariselone muri esipanye
TTS_19_125,iterambere mu rwanda rireberwa mu byiciro byinshi no bintu bishya bigenda bivuka
TTS_19_126,itsinda ry'abaririmbyi riturutse i mwanza ryahasesekaye ndetse na wamunyabitangaza bari kumwe
TTS_19_127,ituma umwuka mwiza utembera neza mu mubiri no ku gitsina
TTS_19_128,ivuga ko leta zunze ubumwe za amerika zateguye umwanzuro w'akanama k'umuryango w'abibumbye gashinzwe umutekano
TTS_19_129,iwacu barabyangaga cyane banaranyamaganye batangiye kunyumva kuri radiyo na televiziyo ariko ndakomeza
TTS_19_131,iyaba abantu babikoreshaga nk'imfashanyigisho kuko nibwira ko ari ibintu byiza cyane
TTS_19_132,iyambere yavugaga ko mugisha nta bubasha nta n'inyungu afite muri urwo rubanza
TTS_19_133,iyamuremye rejina umunyamabanga nshingwabikorwa waryo avuga ko bishimishije kuba rutsiro iza ku isonga
TTS_19_134,iyamuremye ubarizwa muri nyarugenge yavuze ko amafaranga yatomboye azayashora mu bucuruzi
TTS_19_135,iyi alubumu ye nshya izaba iriho indirimbo imwe y'urukundo yise kalendari
TTS_19_136,iyi korari izaririmba indirimbo zayo ziryoheye amatwi mu mbyino zinogeye ijisho
TTS_19_137,iyi alubumu izagaragaraho indirimbo ziri mu njyana zitandukanye cyane cyane hip hop
TTS_19_138,iyi banki y'inzego z'umutekano mu rwanda ni yo yonyine iha umuntu inguzanyo ku munsi yayisabiyeho
TTS_19_139,iyi baruwa yagombaga kwandikwa ngo hamaganwe akarengane k'imfungwa zuzuye muri gereza zimazemo imyaka zizira ubusa
TTS_19_140,iyi filime inagaragaza uburyo aba batinganyi bagiye birukanwa mu miryango yabo
TTS_19_141,iyi filime igaragaramo umusaza utuye ahitwa i nyarutarama mu mujyi wa kigali
TTS_19_142,iyi filime nayikinnyemo ari akazi k'igihe gito ariko nibimpira nzabigira umwuga mbe nagaragara no mu zindi
TTS_19_143,iyi foto ikaba yagiye hanze inyuze kuri urwo rubuga nkoranyambaga kuri konti ya shakira
TTS_19_144,iyi foto yafatiwe i gatsibo ubwo kagame yaganirizaga abari baje ku kabeza
TTS_19_145,iyi fumbire ifasha mu mikurire gushishisha imyumbati no gutuma igiti gishora imyumbati myinshi
TTS_19_146,iyi gahunda ngo izakurikirana n'ibindi bikorwa birimo no kugabanya ibiciro bya murandasi
TTS_19_147,iyi gahunda nshya irareba abantu batandukanye batajyaga bagenrwaho na gahunda z'ubwiteganyirize
TTS_19_148,iyi gereza isanzwe ifungirwamo abatavuga rumwe na leta bo mu bwoko bw'aba oromo baba bafatiwe mu myigaragambyo
TTS_19_149,iyi hoteli izwi mu mujyi wa kigali nk'ahantu abifite bakinira iyo mikino
TTS_19_150,iyi kamyo imaze gukora impanuka peteroli yamenetse maze inkongi y'umuriro ikurikiraho
TTS_19_151,iyi kamyo yamanukanye umuvuduko n'imbaraga byinshi kuko yagendaga itemagura n'ibiti
TTS_19_152,iyi kipe igomba gutsinda niyo mpamvu hakenewe impinduka nyuma y'imyaka itatu
TTS_19_153,iyi kipe niyo yatoranyijwe ngo izahure na mesi na bagenzi be kuko ariyo yegukanye igikombe cya shampiyona uyu mwaka
TTS_19_154,iyi kipe yaratsinze bikabije iyo byakinaga yitwa benikalape zombi zo mu mujyi wa valensiya muri esipanye
TTS_19_155,iyi kipe yatunguye benshi itwara igikombe cya shampiyona n'ubwo ikinisha abakinnyi batazwi
TTS_19_156,iyi mbuto niyo bategerejeho ko izabakura mu gihombo batewe n'iyo ndwara
TTS_19_157,iyi mbuto nshya iramutse ihinzwe neza kandi ikitabwaho ntitwazongera gutumiza mavuta mu mahanga
TTS_19_158,iyi mbwa bari bamaze igihe gito bayiciririye kuko ba nyirayo ba mbere bari barayitaye
TTS_19_159,iyi mbwirwaruhame yari yuzuyemo amateka kandi yibandaga ku bumwe bw'abanyarwanda
TTS_19_160,iyi mbwirwaruhame ye yakurikiye umwanzuro aheruka gufata wo guhindura abayobozi b'itsinda rimufasha kwiyamamaza
TTS_19_161,iyi mfungwa ngo yari imaze ukwezi muri gereza ya lugore ivanywe mu majyepfo ya uganda
TTS_19_162,iyi miryango inashyigikiye ko izina rya odinga riguma ku mpapuro z'itora n'ubwo yivanyemo
TTS_19_163,iyi mpanuka yabereye ahitwa jandira ku muhanda uhuza masaka na kampala
TTS_19_164,iyi mpanuka yabereye hafi y'akarere ka lwengo abagonzwe bose bahita bapfa
TTS_19_165,iyi mvugo yakunze kurakaza ubushinjacyaha bukavuga ko munyakazi yakagombye kugaragaza ibyemezo by'inkiko zamukatiye mbere
TTS_19_166,iyi myigaragambyo yahosheje nyuma y'uko izo mfungwa zirekuwe bivuye mu cyo abenshi bagaragaje nk'igitutu cyashyizwe kuri guverinoma
TTS_19_167,iyi myigaragambyo imenyerewe mu bihugu byateye imbere mu bijyanye n'uburenganzira bwa muntu
TTS_19_168,iyi myigaragambyo yaje ikurikira indi yabaye mu mpera z'umwaka ushize ikagwamo abantu batanu
TTS_19_169,iyi myigaragambyo yakurikiranwe n'abanyamakuru benshi birerekana ko ikibazo cyahagurukiwe kandi kivugwaho cyane
TTS_19_170,iyi myigaragambyo yateguwe n'impirimbanyi mu kurengera uburenganzira bw'abagore
TTS_19_171,iyi myotsi yifashishwa n'abahanzi mu bitaramo bikomeye ikaba itangwa n'izi mashini
TTS_19_172,iyi na yo ni imwe mu mpamvu zatumye u rwanda rwihutita gukuraho igihano cyo kwicwa
TTS_19_173,iyi nama irabera mu nyubako izwi nka iherereye mu mujyi wa brusele
TTS_19_174,iyi nama izibanda ku koroshya ubuhahirane hagati y'ibihugu bya afurika
TTS_19_175,iyi nama kandi yanavuze ku kibazo cy'imitwe y'iterabwoba ikomeje kuyogoza akarere n'isi muri rusange
TTS_19_176,iyi nama yabereye i arusha muri tanzaniya yari irimo na perezida wa kenya mwayi kibaki
TTS_19_177,iyi ndege izajya ijya i harare ibanje kunyura i lusaka muri zambiya
TTS_19_178,iyi ndirimbo nshya dupare bishatse kuvuga twidagadure  niyo ya mbere asohoye
TTS_19_179,iyi ndirimbo najyayo ni imwe mu ndirimbo zikunzwe muri iyi minsi
TTS_19_180,iyi ndirimbo ari na yo nitiriye alubumu igereranya urugo rwiza n'ijuru rito
TTS_19_181,iyi ndirimbo bise ifite amajwi yatunganyirijwe muri kina muzike iyobowe na ishimwe kerema
TTS_19_182,iyi ndirimbo twasubiranyemo nongeye kuyitura abanyarwanda aho baherereye mbasaba kuyibyina
TTS_19_183,iyi ndirimbo yayikoranye na piyano wamusanze i burundi ari naho yari amaze iminsi aba
TTS_19_184,iyi ndirimbo ye nshya isohotse ikurikira ijuru rito yitiriye alubumu aherutse kwereka abakunzi be
TTS_19_185,iyi ndwara yiganje mu bihugu bikennye n'ibikiri mu nzira y'amajyambere
TTS_19_186,iyi ni imwe mu mpamvu ruswa n'ibindi bihombya umugabane byahagurukiwe bikazaganirwaho
TTS_19_187,iyi ni nshamake y'ishusho y'ibiba bibereye ku isi mu munota
TTS_19_188,iyi ni yo mpamvu uru rukingo ruhabwa abana bataragera ku bwangavu
TTS_19_189,iyi ni yo myanzuro yafatiwe muri iyo nama nk'uko tubikesha radio salusi
TTS_19_190,iyi niyo foto ya senderi na medi yatumye abafana bamuha urw'amenyo
TTS_19_191,iyi nka nzayifata neza inkure mu bukene kuko mfite umwana uzayitaho ikatubyarira umusaruro
TTS_19_192,iyi nkongi yahise igabanuka ndetse inazima burundu iyi kamyo itangiritseho byinshi
TTS_19_193,iyi nkuru yagarutsweho cyane n'ibinyamakuru bikomeye
TTS_19_194,iyi nkuru ivuga byinshi ku busambanyi bukoreshwa abangavu muri malawi baryamana n'umuntu wiswe impyisi
TTS_19_195,iyi ntambara yarangiye ingabo zo ku ruhande rwa kanjogera zitsinze iza rutalindwa waje kwitwikira mu nzu
TTS_19_196,iyi ntambara yatangiriye mu bihugu by'i burayi iza kugera muri afurika izanywe n'ibihugu byazaga gukoloniza
TTS_19_197,iyi nyandiko ivuga muri make amakuru amwe namwe tuzaganirira mu nama izabera i sani furansisiko
TTS_19_198,iyi nyubako izakorerwamo n'abacuruzi mpuzamahanga barimo abo muri afurika y'epfo bacuruza ibiribwa
TTS_19_199,iyi nzovu yari yakomeretse cyane yibasiye ibinyabuzima yahuye nabyo mu nzira yayo
TTS_19_200,iyi nzu izatuma niteza imbere nindyama ngasinzira neza nzatekereza neza maze ngire aho nigeza
TTS_19_201,iyi nzu yujuje ayifata nk'intambwe ya mbere igaragaza ko ubuzima bwahindutse
TTS_19_202,iyi parikingi izaba ifite aho abamotari binjirira aho basohokera n'ubwugamo
TTS_19_204,iyi shampiyona izakinwa no mu bakobwa kuko nabo ikipe yabo y'igihugu yarahagaritswe kugira ngo habanze hategurwe abakinnyi
TTS_19_205,iyi twumvise bavuga ngo ni imwe mu mpamvu abacamanza bashingiyeho bamukatira gufungwa burundu
TTS_19_206,iyo habaye noheli nsanga mama yanzaniye impano akayishyira mu cyumba ndaramo
TTS_19_208,iyo abatambyi n'abigishwa basabaga mariya ko abafasha mu gucyaha yezu byamuteraga agahinda
TTS_19_209,iyo abishatse aba indyarya akifata nkaho muri kumwe nyamara ibyo umubwira nta cyo bimubwiye cyangwa arimo akunnyega
TTS_19_210,iyo ahageze ntiyifata nk'umuntu uri mu rusengero kuko ya myitwarire n'imyambarire biba bitangaje
TTS_19_211,iyo ako kanama kemeje ko umucamanza akatira ushinjwa cyangwa ko ushinjwa agirwa umwere ni ko bigenda
TTS_19_212,iyo amazi amumaze akanya ku mibiri amugiraho ingaruka yo gupfuruta cyangwa uruhu rwe rukangirika
TTS_19_213,iyo arakaye ntumenya ko ariwe wari usanzwe uzi kandi uburakari bumushiramo biragoranye
TTS_19_214,iyo aririmba asobanura incamake ya buri ndirimbo kandi agashimangira ko akora umuziki wigisha
TTS_19_215,iyo asezerewe muri njyanama aba avuye no ku buyobozi kuko meya ava muri njyanama
TTS_19_216,iyo bagiye guhana ikosa abakinnyi baba bacungana kugira ngo hatagira uwiba undi umugono
TTS_19_217,iyo baruwa yari irimo icyegeranyo kivuga ku mbaraga za bwana turampu byavugwaga ko zitangaje
TTS_19_218,iyo basanze bombi badashobora kubona urubyaro ni bwo babatera intanga
TTS_19_219,iyo bigenze bityo nibwo mwumva abaturage bajya mu itangazamakuru bakavuga ko rwiyemezamirimo yabambuye
TTS_19_220,iyo bigenze gutya si uko mba ntagukunze ahubwo ni uko utaba wujuje ibisabwa
TTS_19_221,iyo bukeye baraza bakambyutsa ngo njye ku ishuri nk'abandi bose
TTS_19_222,iyo byageraga ninjoro nageragezaga gutunganya aho ndyama kandi shenge ba bana bakamba hafi
TTS_19_223,iyo gerenade yari irambitse hejuru y'uwo musarane bubakaga nyuma yo kuyivanwa mu gitambaro yari ipfunyitsemo
TTS_19_224,iyo hari isuku abantu bafite ubuzima bwiza tuba twumva umutekano wubahirijwe
TTS_19_225,iyo kamyo yamanukaga iturutse i nyanza ya kicukiro maze ibura feri
TTS_19_226,iyo kamyo yari irimo iyo mirambo yari ifite nimero ziranga imodoka zo muri hongiriya
TTS_19_227,iyo kipe yo mu karere ka rubavu niyo yegukanye iryo rushanwa
TTS_19_228,iyo kipe niyo imaze kwegukana iki gikombe inshuro umunani zose
TTS_19_231,iyo mikino yifashishije imbyino nk'izi igamije kwerekana ko umugore nawe ashobora kubyina bikamubyarira umusaruro
TTS_19_232,iyo mivumo ntaho uzayihungira hamwe n'abo bicanyi musangiye umwuga mubi
TTS_19_233,iyo modoka ikorera muri koperative iba ifite amategeko ayigenga kandi igomba gukurikiza
TTS_19_234,iyo mpanuka yahitanye abiganjemo abanyeshuri bo kuri iryo shuri nk'uko leta y'iki gihugu ibitangaza
TTS_19_235,iyo mpeta ikoze mu ibuye rinini rya safire rikikijwe na diyama
TTS_19_236,iyo mpuzamiryango mu kiganiro iherutse kugirana n'abanyamakuru yasabye leta y'u rwanda gukurikirana niyibikora
TTS_19_237,iyo mundya akara nkamenya ko mwabigennye ukundi cyangwa hari andi mabwiriza mashya ntacyo byari bubatware
TTS_19_238,iyo mvugo ikigisha uyibwiwe uko akwiye kwifata no kugena ibintu n'ibindi
TTS_19_239,iyo myigaragambyo ni cyo gikorwa kigaragara odinga yakoze kuva icyo gihe cyose
TTS_19_240,iyo myigaragambyo yabereye mu mujyi wa buwake no mu murwa mukuru w'ubucuruzi abija
TTS_19_241,iyo myigaragambyo yatangijwe ku bukangurambaga bw'imiryango icumi iharanira uburenganzira bwa muntu muri icyo gihugu
TTS_19_242,iyo myigaragambyo yitabiriwe n'abantu benshi barimo n'abagenda ku magare ya siporo
TTS_20_1,iyo nakoze inkweto zikagurishwa biranshimisha numva nindangiza kuwiga nkabona ubushobozi nzashinga ahantu hanjye ho gukorera
TTS_20_2,iyo nama ni iyo gutegura izateranira ahitwa i vankuva muri kanada mu kwezi k'ugushyingo uyu mwaka
TTS_20_3,iyo nama yabereye mu kagari ka busetsa ko mu murenge wa kageyo
TTS_20_4,iyo nama yamenyeshejwe ko muri uku kwezi muri rusange ibibazo by'umutekano mu mujyi wa kigali byagabanyutse
TTS_20_5,iyo ndirimbo bayihinduye bayikuye ku ndirimbo ihimbaza imana ivuga ngo nta ntambara yantera ubwoba
TTS_20_6,iyo ndirimbo yari yayise indi ntambwe ya demokarasi n'iterambere
TTS_20_7,iyo ndirimbo yumvikanamo amagambo aherekeza injyana agenda agarukamo kenshi sine asa n'uniha
TTS_20_10,iyo nkera yakurikirwaga no kuremera amashyo umusore warongoye byakorwaga na se
TTS_20_11,iyo nkumbuye abana njya kubasura nkanatanga amafaranga yo kubatunga ariko numva nararuhutse pe
TTS_20_12,iyo nkuru y'incamugongo yayimenye abyutse akabona habaye impinduka kuri gahunda y'umukunzi we
TTS_20_13,iyo nsubije amaso inyuma numva nari nkeneye umuntu wo kwizerwa nabwira ibindi ku mutima
TTS_20_14,iyo nyubako yaguzwe na karemera ku mafaranga agera kuri miliyari zirindwi
TTS_20_15,iyo nzira y'umusaraba yatangiye sa tatu n'igice za mu gitondo irangira saa munani n'igice
TTS_20_16,iyo nzu yaguzwe n'iyo banki ntabwo yigeze igurwa n'undi muntu uwo ari we wese
TTS_20_17,iyo nzu yahinduwe nyuma y'uko umujyi wa kigali wari ukeneye ahantu hamurikirwa amateka y'ubugeni n'ubuhanzi
TTS_20_18,iyo nzu yahise isenyuka ariko hari ababashije kuyisohokamo ari bazima
TTS_20_19,iyo raporo igaragaza ko ubucukuzi bufatiye runini iterambere ry'u rwanda
TTS_20_20,iyo raporo ivuga ko bamwe mu basivili bagiye bicwa urubozo harimo n'abagaciwe bimwe mu bice by'imyanya ndangagitsina
TTS_20_21,iyo twumvise ubutane twibwira ko biterwa n'uko abantu batashoboye kumvikana ku by'ingenzi
TTS_20_22,iyo ufite abana umunani cyangwa barenga ntubabonera iby'ingenzi bakabaho nabi bakagwingira ntibanige
TTS_20_23,iyo ugeze mu bice by'amayaga usanga imyumbati yareze kuko abaturage baba bayanitse
TTS_20_24,iyo ugeze mu kagari ka ramiro uhura n'urujya n'uruza rw'abaturage bikoreye imitwaro y'inkwi
TTS_20_25,iyo uje muri kirisitu akwereka kandi akaguha ibirenze ibyo wari usanganywe
TTS_20_26,iyo umugabo amenye ko afitiwe icyizere n'umugore we arushaho kumwifungurira
TTS_20_27,iyo umuntu ambwiye atyo mpita ntekereza ko bitakunda ko atamfata ngo amperane
TTS_20_28,iyo umwitegereje ubona ubu burwayi bwo kubyimba umunwa bugenda busatira igice cyo mu maso
TTS_20_29,iyo unyura kuri icyo kiraro ubonaho imyenge myinshi yazanywe no kwangirika kw'imbaho
TTS_20_30,iyo uri muri afurika uba wumva ko waribwa n'inzoka n'ibinyamunjonjorerwa
TTS_20_31,iyo uvuze ngo abandi bakora gutya bitera ikibazo gikomeye rero mwirinde kujya mubivuga
TTS_20_32,iyo uyu musore abyumvise ahita amwoherereza amafaranga ngo ajye kwivuza ayo akaba arayariye
TTS_20_33,iyo wambaye utwenda dukurura uwo mugiye kurarana bimutera kumererwa ukundi kuntu
TTS_20_34,iyo wambitswe iyi mpeta urataha nyuma y'iminsi irindwi ugasubira kwa muganga bakayigukuraho
TTS_20_35,izabera mu ishuri rya gisirikare riherereye mu majyaruguru ya afurika y'epfo
TTS_20_36,izi kamera zifata amashusho agaragaza ko igitego cyinjiye mu izamu zikayohereza muri ya mashini
TTS_20_37,izi mbwa zituma nta mwana bagituma ku irembo bumaze kwira kuko batinya ko zibarya
TTS_20_38,izi mvugo z'abareba ikimansuro zigaragaza ko atari umurimo abantu bose bishimira
TTS_20_39,izi ndege  yaguze ni zimwe muzizayifasha kugera ku ntego yayo
TTS_20_40,izi ngorane zose ngo zituma bigorana ko umuntu ukora inkweto yakora nyinshi mu gihe gito
TTS_20_41,izi nzibutso zandikishijwe zifite umwihariko w'amateka agaragaza jenoside yakorewe abatutsi
TTS_20_42,izi zose zikaba zizaba ziri kuri alubumu ye nshya yise rapu nyayo
TTS_20_43,izihari ni izihimbaza imana gusa ariko alubumu ndi nkora ubu izaba iriho iz'urukundo
TTS_20_44,izina rukazamacumu baryita umuntu bifuriza kuzaba intwari yitwaje icumu ku rugamba
TTS_20_45,izina isirayeli risobanura umwana w'imana kandi numvise nta cyandutira kuba umwana wayo
TTS_20_46,izizemererwa gukoresha ubu buryo zizashyirwaho akamenyetso kerekana ko zizaba zamaze kugenzurwa
TTS_20_47,izo mpombo z'amazi zanyujijwe mu mirima y'abaturage bo mu murenge wa musenyi
TTS_20_48,izo ndege ebyiri nto zahise ziraswa abasirikare bari mu karasisi baratatana
TTS_20_49,izo ni inkweto zo mu bwoko bwa sandali yakoze kandi zikunzwe cyane mu rwanda
TTS_20_50,izo nkweto bazigurishiriza mu karere ka gatsibo aho bakorera ariko ngo banazicururiza mu mujyi wa kigali
TTS_20_51,izo noti ni nazo za mbere mu mateka y'icyo gihugu zizaba zifite ibimenyetso bifasha abantu batabona
TTS_20_52,izo nshuro zose bateye biruka basubira  mu burundi bikoreye ibyo bibye
TTS_20_53,izo serivisi zigiye gutangizwa mu rwanda ngo ibura ryazo ryatezaga igihombo
TTS_20_54,baherutse gutangaza ko batakiri inshuti nubwo babyaranye
TTS_20_55,jamusi ntiyifuzaga ko hagira n'umwe mu nshuti ze umenya ko yacuruzaga ibiyobyabwenge
TTS_20_56,ntibazatandukana muri uyu mwaka nubwo bavugwaho gucana inyuma
TTS_20_57,yavuze ko hari ibindi birindiro bizashingwa mu ntangiriro z'icyumweru gitaha
